0.0	0.0
0.01	0.01
0.02	0.02
0.03	0.03
0.04	0.04
0.05	0.05
0.06	0.06
0.07	0.07
0.08	0.08
0.09	0.09
0.1	0.1
0.11	0.11
0.12	0.12
0.13	0.13
0.14	0.14
0.15	0.15
0.16	0.16
0.17	0.17
0.18	0.18
0.19	0.19
0.2	0.2
0.21	0.21
0.22	0.22
0.23	0.23
0.24	0.24
0.25	0.25
0.26	0.26
0.27	0.27
0.28	0.28
0.29	0.29
0.3	0.3
0.31	0.31
0.31	0.31
0.32	0.32
0.33	0.33
0.34	0.34
0.35	0.35
0.36	0.36
0.37	0.37
0.38	0.38
0.39	0.39
0.4	0.4
0.41	0.41
0.42	0.42
0.43	0.43
0.43	0.43
0.44	0.44
0.45	0.45
0.46	0.46
0.47	0.47
0.48	0.48
0.49	0.49
0.5	0.5
0.51	0.51
0.51	0.51
0.52	0.52
0.53	0.53
0.54	0.54
0.55	0.55
0.56	0.56
0.56	0.56
0.57	0.57
0.58	0.58
0.59	0.59
0.6	0.6
0.61	0.61
0.61	0.61
0.62	0.62
0.63	0.63
0.64	0.64
0.64	0.64
0.65	0.65
0.66	0.66
0.67	0.67
0.67	0.67
0.68	0.68
0.69	0.69
0.7	0.7
0.7	0.7
0.71	0.71
0.71	0.72
0.71	0.72
0.71	0.73
0.71	0.74
0.71	0.74
0.71	0.75
0.71	0.76
0.71	0.76
0.71	0.77
0.71	0.78
0.71	0.78
0.71	0.79
0.71	0.8
0.71	0.8
0.71	0.81
0.71	0.81
0.71	0.82
0.71	0.82
0.71	0.83
0.71	0.84
0.71	0.84
0.71	0.85
0.71	0.85
0.71	0.86
0.71	0.86
0.71	0.87
0.71	0.87
0.71	0.88
0.71	0.88
0.71	0.89
0.71	0.89
0.71	0.9
0.71	0.9
0.71	0.9
0.71	0.91
0.71	0.91
0.71	0.92
0.71	0.92
0.71	0.92
0.71	0.93
0.71	0.93
0.71	0.94
0.71	0.94
0.71	0.94
0.71	0.95
0.71	0.95
0.71	0.95
0.71	0.96
0.71	0.96
0.71	0.96
0.71	0.96
0.71	0.97
0.71	0.97
0.71	0.97
0.71	0.97
0.71	0.98
0.71	0.98
0.71	0.98
0.71	0.98
0.71	0.98
0.71	0.99
0.71	0.99
0.71	0.99
0.71	0.99
0.71	0.99
0.71	0.99
0.71	0.99
0.71	0.99
0.71	1.0
0.71	1.0
0.71	1.0
0.71	1.0
0.71	1.0
0.71	1.0
0.71	1.0
0.71	1.0
0.71	1.0
0.71	1.0
0.71	1.0
0.71	1.0
0.71	1.0
0.71	1.0
0.71	1.0
0.71	1.0
0.7	1.0
0.7	1.0
0.7	1.0
0.7	1.0
0.7	0.99
0.7	0.99
0.7	0.99
0.7	0.99
0.7	0.99
0.69	0.99
0.69	0.99
0.69	0.98
0.69	0.98
0.69	0.98
0.69	0.98
0.68	0.98
0.68	0.97
0.68	0.97
0.68	0.97
0.67	0.97
0.67	0.96
0.67	0.96
0.67	0.96
0.66	0.96
0.66	0.95
0.66	0.95
0.65	0.95
0.65	0.94
0.65	0.94
0.64	0.94
0.64	0.93
0.64	0.93
0.63	0.93
0.63	0.92
0.62	0.92
0.62	0.91
0.62	0.91
0.61	0.91
0.61	0.9
0.6	0.9
0.6	0.89
0.59	0.89
0.59	0.88
0.59	0.88
0.58	0.87
0.58	0.87
0.57	0.86
0.57	0.86
0.56	0.85
0.55	0.85
0.55	0.84
0.54	0.84
0.54	0.83
0.53	0.83
0.53	0.82
0.52	0.81
0.52	0.81
0.51	0.8
0.5	0.8
0.5	0.79
0.49	0.78
0.49	0.78
0.48	0.77
0.47	0.77
0.47	0.76
0.46	0.75
0.45	0.75
0.45	0.74
0.44	0.73
0.43	0.73
0.43	0.72
0.42	0.71
0.41	0.7
0.4	0.7
0.4	0.69
0.39	0.68
0.38	0.68
0.38	0.67
0.37	0.66
0.36	0.65
0.35	0.65
0.34	0.64
0.34	0.63
0.33	0.62
0.32	0.61
0.31	0.61
0.31	0.6
0.3	0.59
0.29	0.58
0.28	0.57
0.27	0.57
0.26	0.56
0.26	0.55
0.25	0.54
0.24	0.53
0.23	0.52
0.22	0.52
0.21	0.51
0.21	0.5
0.2	0.49
0.19	0.48
0.18	0.47
0.17	0.46
0.16	0.45
0.15	0.45
0.14	0.44
0.13	0.43
0.13	0.42
0.12	0.41
0.11	0.4
0.1	0.39
0.09	0.38
0.08	0.37
0.07	0.36
0.06	0.35
0.05	0.34
0.04	0.33
0.03	0.33
0.02	0.32
0.01	0.31
0.0	0.3
-0.01	0.29
-0.02	0.28
-0.02	0.27
-0.03	0.26
-0.04	0.25
-0.05	0.24
-0.06	0.23
-0.07	0.22
-0.08	0.21
-0.09	0.2
-0.1	0.19
-0.11	0.18
-0.12	0.17
-0.13	0.16
-0.14	0.15
-0.15	0.14
-0.16	0.13
-0.17	0.12
-0.18	0.11
-0.19	0.1
-0.2	0.09
-0.21	0.08
-0.22	0.07
-0.23	0.06
-0.24	0.05
-0.25	0.04
-0.26	0.03
-0.27	0.02
-0.28	0.01
-0.29	0.0
-0.3	-0.01
-0.31	-0.02
-0.32	-0.03
-0.33	-0.04
-0.34	-0.05
-0.35	-0.06
-0.36	-0.07
-0.37	-0.08
-0.38	-0.09
-0.39	-0.1
-0.4	-0.11
-0.41	-0.12
-0.42	-0.13
-0.43	-0.14
-0.44	-0.15
-0.45	-0.16
-0.46	-0.17
-0.47	-0.18
-0.48	-0.19
-0.49	-0.2
-0.5	-0.21
-0.51	-0.22
-0.52	-0.23
-0.53	-0.24
-0.54	-0.25
-0.55	-0.26
-0.56	-0.27
-0.57	-0.27
-0.58	-0.28
-0.59	-0.29
-0.6	-0.3
-0.61	-0.31
-0.62	-0.32
-0.62	-0.33
-0.63	-0.34
-0.64	-0.35
-0.65	-0.36
-0.66	-0.37
-0.67	-0.38
-0.68	-0.39
-0.69	-0.4
-0.7	-0.41
-0.71	-0.42
-0.71	-0.42
-0.71	-0.43
-0.71	-0.44
-0.71	-0.45
-0.71	-0.46
-0.71	-0.47
-0.71	-0.48
-0.71	-0.49
-0.71	-0.5
-0.71	-0.5
-0.71	-0.51
-0.71	-0.52
-0.71	-0.53
-0.71	-0.54
-0.71	-0.55
-0.71	-0.56
-0.71	-0.56
-0.71	-0.57
-0.71	-0.58
-0.71	-0.59
-0.71	-0.6
-0.71	-0.6
-0.71	-0.61
-0.71	-0.62
-0.71	-0.63
-0.71	-0.64
-0.71	-0.64
-0.71	-0.65
-0.71	-0.66
-0.71	-0.67
-0.71	-0.67
-0.71	-0.68
-0.71	-0.69
-0.71	-0.69
-0.71	-0.7
-0.71	-0.71
-0.71	-0.72
-0.71	-0.72
-0.71	-0.73
-0.71	-0.74
-0.71	-0.74
-0.71	-0.75
-0.71	-0.76
-0.71	-0.76
-0.71	-0.77
-0.71	-0.78
